nombre_equipo,nit,news_id,participación,categoría,recomendación
Latino-Asian Brotherhood,800116398,news86649,Sector,Otra,3.0
Latino-Asian Brotherhood,800116398,news17461,Sector,Otra,4.0
Latino-Asian Brotherhood,800116398,news96907,No aplica,Reputación,5.0
Latino-Asian Brotherhood,800116871,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,800116871,news49545,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800116871,news98435,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,800116871,news17539,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800116871,news96344,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800118334,news36967,No aplica,Reputación,1.0
Latino-Asian Brotherhood,800118334,news98453,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,800118334,news36443,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,800118334,news49545,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800118334,news98435,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,800120681,news94899,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800120681,news21397,No aplica,Reputación,2.0
Latino-Asian Brotherhood,800120681,news38074,Sector,Otra,3.0
Latino-Asian Brotherhood,800120681,news94893,Sector,Otra,4.0
Latino-Asian Brotherhood,800120681,news15266,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800121199,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,800121199,news49545,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800121199,news33238,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800121199,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,800121199,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800122420,news94813,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,800122420,news15985,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800122420,news97744,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800122420,news94812,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800122420,news13508,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800125639,news96252,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800125639,news96259,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800125639,news98425,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,800125639,news96260,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800125639,news96290,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,800125872,news82237,No aplica,Reputación,1.0
Latino-Asian Brotherhood,800125872,news98020,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800125872,news99091,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800125872,news14933,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800125872,news13692,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800126785,news38104,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800126785,news97310,No aplica,Reputación,2.0
Latino-Asian Brotherhood,800126785,news99425,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800126785,news97279,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800126785,news97341,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800128735,news25273,Sector,Reputación,1.0
Latino-Asian Brotherhood,800128735,news97158,Sector,Otra,2.0
Latino-Asian Brotherhood,800128735,news57045,Sector,Regulaciones,3.0
Latino-Asian Brotherhood,800128735,news97174,Sector,Reputación,4.0
Latino-Asian Brotherhood,800128735,news22534,Sector,Reputación,5.0
Latino-Asian Brotherhood,800130426,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,800130426,news49545,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800130426,news33238,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800130426,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,800130426,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800130907,news60582,No aplica,Reputación,1.0
Latino-Asian Brotherhood,800130907,news60594,No aplica,Reputación,2.0
Latino-Asian Brotherhood,800130907,news60621,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800130907,news34244,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800130907,news97135,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800133807,news95396,No aplica,Reputación,1.0
Latino-Asian Brotherhood,800133807,news95400,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800133807,news25005,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800133807,news97872,No aplica,Innovación,4.0
Latino-Asian Brotherhood,800133807,news19891,No aplica,Reputación,5.0
Latino-Asian Brotherhood,800134536,news26052,Sector,Otra,1.0
Latino-Asian Brotherhood,800134536,news14740,No aplica,Reputación,2.0
Latino-Asian Brotherhood,800134536,news99069,No aplica,Reputación,3.0
Latino-Asian Brotherhood,800134536,news52430,No aplica,Sostenibilidad,4.0
Latino-Asian Brotherhood,800134536,news99073,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,800134855,news63108,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800134855,news69765,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800134855,news99725,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800134855,news99717,No aplica,Reputación,4.0
Latino-Asian Brotherhood,800134855,news99704,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800135913,news98275,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,800135913,news98248,No aplica,Reputación,2.0
Latino-Asian Brotherhood,800135913,news98271,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800135913,news98257,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800135913,news11486,No aplica,Reputación,5.0
Latino-Asian Brotherhood,800136505,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,800136505,news49545,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800136505,news98435,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,800136505,news17539,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800136505,news12859,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,800136561,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800136561,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800136561,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800136561,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800136561,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800136835,news96750,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800136835,news22512,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800136835,news98854,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800136835,news98876,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800136835,news96766,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800137960,news20348,No aplica,Reputación,1.0
Latino-Asian Brotherhood,800137960,news85520,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800137960,news13692,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800137960,news17305,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800137960,news14941,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800138188,news36989,Sector,Reputación,1.0
Latino-Asian Brotherhood,800138188,news97020,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800138188,news97014,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,800138188,news73651,No aplica,Reputación,4.0
Latino-Asian Brotherhood,800138188,news97017,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800139545,news51497,No aplica,Reputación,1.0
Latino-Asian Brotherhood,800139545,news51511,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800139545,news98594,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,800139545,news51430,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800139545,news15348,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,800140887,news96943,Sector,Otra,1.0
Latino-Asian Brotherhood,800140887,news96998,Sector,Reputación,2.0
Latino-Asian Brotherhood,800140887,news96862,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800140887,news98971,Sector,Otra,4.0
Latino-Asian Brotherhood,800140887,news37156,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800141235,news96943,Sector,Otra,1.0
Latino-Asian Brotherhood,800141235,news41872,Sector,Reputación,2.0
Latino-Asian Brotherhood,800141235,news96998,Sector,Reputación,3.0
Latino-Asian Brotherhood,800141235,news96862,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800141235,news82825,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,800141770,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,800141770,news26781,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800141770,news49545,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800141770,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,800141770,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800142383,news13008,Sector,Reputación,1.0
Latino-Asian Brotherhood,800142383,news71126,Sector,Reputación,2.0
Latino-Asian Brotherhood,800142383,news93993,Sector,Reputación,3.0
Latino-Asian Brotherhood,800142383,news96943,Sector,Otra,4.0
Latino-Asian Brotherhood,800142383,news71095,Sector,Reputación,5.0
Latino-Asian Brotherhood,800143157,news96943,Sector,Otra,1.0
Latino-Asian Brotherhood,800143157,news96998,Sector,Reputación,2.0
Latino-Asian Brotherhood,800143157,news96862,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800143157,news98971,Sector,Otra,4.0
Latino-Asian Brotherhood,800143157,news37156,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800144331,news84645,Sector,Macroeconomía,1.0
Latino-Asian Brotherhood,800144331,news97020,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800144331,news97014,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,800144331,news30554,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,800144331,news73651,No aplica,Reputación,5.0
Latino-Asian Brotherhood,800144467,news96943,Sector,Otra,1.0
Latino-Asian Brotherhood,800144467,news96998,Sector,Reputación,2.0
Latino-Asian Brotherhood,800144467,news96862,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800144467,news33541,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800144467,news98971,Sector,Otra,5.0
Latino-Asian Brotherhood,800145006,news73065,Sector,Macroeconomía,1.0
Latino-Asian Brotherhood,800145006,news13208,No aplica,Reputación,2.0
Latino-Asian Brotherhood,800145006,news99257,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,800145006,news13120,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800145006,news55669,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800146425,news57873,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,800146425,news97626,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800146425,news30093,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800146425,news97625,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800146425,news97634,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800148514,news97020,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800148514,news97014,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,800148514,news73651,No aplica,Reputación,3.0
Latino-Asian Brotherhood,800148514,news97017,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800148514,news26959,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800148631,news40233,Sector,Otra,1.0
Latino-Asian Brotherhood,800148631,news40184,No aplica,Reputación,2.0
Latino-Asian Brotherhood,800148631,news96725,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800148631,news96737,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800148631,news96721,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800149149,news57873,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,800149149,news97626,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800149149,news97625,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800149149,news97634,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800149149,news94608,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,800149496,news97020,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800149496,news97014,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,800149496,news73651,No aplica,Reputación,3.0
Latino-Asian Brotherhood,800149496,news97017,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800149496,news26959,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800149923,news45935,Sector,Macroeconomía,1.0
Latino-Asian Brotherhood,800149923,news30139,Sector,Macroeconomía,2.0
Latino-Asian Brotherhood,800149923,news87925,Sector,Otra,3.0
Latino-Asian Brotherhood,800149923,news61177,Sector,Reputación,4.0
Latino-Asian Brotherhood,800149923,news96925,Sector,Alianza,5.0
Latino-Asian Brotherhood,800150280,news96943,Sector,Otra,1.0
Latino-Asian Brotherhood,800150280,news96998,Sector,Reputación,2.0
Latino-Asian Brotherhood,800150280,news96862,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800150280,news98971,Sector,Otra,4.0
Latino-Asian Brotherhood,800150280,news37156,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800150443,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800150443,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800150443,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800150443,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800150443,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800151106,news98362,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800151106,news98380,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800151106,news96165,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800151106,news96142,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800151106,news17812,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,800153990,news96907,No aplica,Reputación,1.0
Latino-Asian Brotherhood,800153990,news44723,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800153990,news97035,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,800153990,news33087,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800153990,news97079,No aplica,Reputación,5.0
Latino-Asian Brotherhood,800153993,news96820,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800153993,news22512,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800153993,news98854,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800153993,news12170,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800153993,news10748,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,800155413,news96943,Sector,Otra,1.0
Latino-Asian Brotherhood,800155413,news96998,Sector,Reputación,2.0
Latino-Asian Brotherhood,800155413,news96862,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800155413,news25542,No aplica,Reputación,4.0
Latino-Asian Brotherhood,800155413,news98971,Sector,Otra,5.0
Latino-Asian Brotherhood,800156044,news19220,No aplica,Sostenibilidad,1.0
Latino-Asian Brotherhood,800156044,news49625,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800156044,news96595,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800156044,news21440,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800156044,news38859,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800156354,news95190,Sector,Otra,1.0
Latino-Asian Brotherhood,800156354,news95187,Sector,Otra,2.0
Latino-Asian Brotherhood,800156354,news95191,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800156354,news95175,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800156354,news31730,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800158130,news14569,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800158130,news14535,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800158130,news88648,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800158130,news14583,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800158130,news14588,No aplica,Reputación,5.0
Latino-Asian Brotherhood,800159244,news17955,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800159244,news96206,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800159244,news98425,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,800159244,news96201,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800159244,news86015,No aplica,Reputación,5.0
Latino-Asian Brotherhood,800159998,news97020,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800159998,news97014,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,800159998,news73651,No aplica,Reputación,3.0
Latino-Asian Brotherhood,800159998,news97017,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800159998,news26959,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800161633,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800161633,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800161633,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800161633,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800161633,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800164767,news57873,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,800164767,news97626,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800164767,news97625,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800164767,news97634,No aplica,Descartable,4.0
Latino-Asian Brotherhood,800164767,news94608,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,800165377,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,800165377,news49545,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800165377,news33238,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800165377,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,800165377,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,800165720,news27070,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800165720,news77469,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,800165720,news96344,No aplica,Descartable,3.0
Latino-Asian Brotherhood,800165720,news98466,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,800165720,news98516,No aplica,Reputación,5.0
Latino-Asian Brotherhood,800169499,news45363,No aplica,Descartable,1.0
Latino-Asian Brotherhood,800169499,news38367,No aplica,Descartable,2.0
Latino-Asian Brotherhood,800169499,news25893,No aplica,Reputación,3.0
